Index,CardNo,Sex,Major,AccessCardNo
3106,183106,男,18软件技术,16933125
3107,183107,男,18软件技术,1322886
3108,183108,男,18软件技术,20410197
3109,183109,男,18软件技术,17930837
3110,183110,男,18软件技术,1435302
3111,183111,男,18软件技术,1421382
3112,183112,男,18软件技术,811430
3113,183113,男,18软件技术,726822
3114,183114,男,18软件技术,336822
3115,183115,男,18软件技术,561334
3116,183116,男,18软件技术,1249510
3117,183117,男,18软件技术,17264101
3118,183118,男,18软件技术,1234534
3119,183119,男,18软件技术,16545926
3120,183120,男,18软件技术,16733781
3121,183121,男,18软件技术,17314517
3122,183122,男,18软件技术,16918037
3123,183123,男,18软件技术,19217557
3124,183124,男,18软件技术,17111893
3125,183125,男,18软件技术,17820341
3126,183126,男,18软件技术,17833845
3127,183127,男,18软件技术,315238
3128,183128,男,18软件技术,630742
3129,183129,女,18软件技术,252358
3130,183130,女,18软件技术,1456182
3131,183131,女,18软件技术,343366
3132,183132,女,18软件技术,1410918
3133,183133,女,18软件技术,645926
3134,183134,女,18软件技术,1012582
3135,183135,女,18软件技术,230886
3136,183136,女,18软件技术,223318
3137,183137,女,18软件技术,241526
3138,183138,男,18产品艺术,850902
3139,183139,男,18产品艺术,217110
3140,183140,男,18产品艺术,232614
3141,183141,男,18产品艺术,12121796
3142,183142,男,18产品艺术,16726053
3143,183143,男,18产品艺术,1161910
3144,183144,男,18产品艺术,1102774
3145,183145,男,18产品艺术,804774
3146,183146,男,18产品艺术,1219686
3147,183147,男,18产品艺术,17460309
3148,183148,男,18产品艺术,17708101
3149,183149,男,18产品艺术,16939925
3150,183150,男,18产品艺术,12531093
3151,183151,男,18产品艺术,16821653
3152,183152,男,18产品艺术,745734
3153,183153,男,18产品艺术,1300310
3154,183154,男,18产品艺术,17431157
3155,183155,男,18产品艺术,17817109
3156,183156,男,18产品艺术,17515157
3157,183157,男,18产品艺术,17436085
3158,183158,男,18产品艺术,17437317
3159,183159,男,18产品艺术,17936741
3160,183160,男,18产品艺术,17943189
3161,183161,男,18产品艺术,17143381
3162,183162,男,18产品艺术,12228324
3163,183163,男,18产品艺术,17449493
3164,183164,男,18产品艺术,17312325
3165,183165,男,18产品艺术,17111749
3166,183166,男,18产品艺术,17119221
3167,183167,男,18产品艺术,23029493
3168,183168,男,18产品艺术,11323972
3169,183169,男,18产品艺术,17159317
3170,183170,男,18产品艺术,17350309
3171,183171,男,18产品艺术,17139013
3172,183172,男,18产品艺术,17106709
3173,183173,男,18产品艺术,11444308
3174,183174,女,18产品艺术,16741349
3175,183175,女,18产品艺术,316358
3176,183176,女,18产品艺术,203766
3177,183177,女,18产品艺术,507334
3178,183178,女,18产品艺术,934134
3179,183179,女,18产品艺术,839686
3180,183180,女,18产品艺术,17435877
3181,183181,女,18产品艺术,363030
3182,183182,女,18产品艺术,741430
3183,183183,女,18产品艺术,17125957
3184,183184,女,18产品艺术,17130853
3185,183185,女,18产品艺术,17608565
3186,183186,女,18产品艺术,17255669
3187,183187,女,18产品艺术,942326
3188,183188,女,18产品艺术,711558
3189,183189,女,18产品艺术,17941557
3190,183190,女,18产品艺术,17327637
3191,183191,女,18产品艺术,17132741
3192,183192,女,18产品艺术,834294
3193,183193,女,18产品艺术,821238
3194,183194,女,18产品艺术,17805765
3195,183195,女,18产品艺术,17906693
3196,183196,女,18产品艺术,22062581
3197,183197,女,18产品艺术,17057269
3198,183198,女,18产品艺术,17545621
3199,183199,女,18产品艺术,17801141
3200,183200,女,18产品艺术,16919477
3201,183201,男,18动漫设计,1104966
3202,183202,男,18动漫设计,751830
3203,183203,男,18动漫设计,702358
3204,183204,男,18动漫设计,819814
3205,183205,男,18动漫设计,16746357
3206,183206,男,18动漫设计,17200933
3207,183207,男,18动漫设计,17805061
3208,183208,男,18动漫设计,17302917
3209,183209,男,18动漫设计,11516420
3210,183210,男,18动漫设计,16841653
3211,183211,男,18动漫设计,17364837
3212,183212,男,18动漫设计,17428901
3213,183213,男,18动漫设计,1218550
3214,183214,男,18动漫设计,358454
3215,183215,男,18动漫设计,837126
3216,183216,男,18动漫设计,17914565
3217,183217,男,18动漫设计,17805957
3218,183218,男,18动漫设计,16861125
3219,183219,男,18动漫设计,646534
3220,183220,男,18动漫设计,921814
3221,183221,男,18动漫设计,855622
3222,183222,男,18动漫设计,609622
3223,183223,男,18动漫设计,1257526
3224,183224,男,18动漫设计,704054
3225,183225,男,18动漫设计,16749429
3226,183226,男,18动漫设计,1451590
3227,183227,男,18动漫设计,1216470
3228,183228,男,18动漫设计,11514884
3229,183229,男,18动漫设计,17632053
3230,183230,男,18动漫设计,7334822
3231,183231,男,18动漫设计,346566
3232,183232,男,18动漫设计,17440485
3233,183233,男,18动漫设计,17261685
3234,183234,男,18动漫设计,17840501
3235,183235,男,18动漫设计,17637493
3236,183236,男,18动漫设计,747702
3237,183237,女,18动漫设计,16940661
3238,183238,女,18动漫设计,17902981
3239,183239,女,18动漫设计,16641973
3240,183240,女,18动漫设计,16653717
3241,183241,女,18动漫设计,419622
3242,183242,女,18动漫设计,1356470
3243,183243,女,18动漫设计,402774
3244,183244,女,18动漫设计,1406438
3245,183245,女,18动漫设计,1430486
3246,183246,女,18动漫设计,17135333
3247,183247,女,18动漫设计,1308550
3248,183248,女,18动漫设计,17421589
3249,183249,女,18动漫设计,17840005
3250,183250,女,18动漫设计,17926549
3251,183251,女,18动漫设计,22326053
3252,183252,女,18动漫设计,17047621
3253,183253,女,18动漫设计,17949461
3254,183254,女,18动漫设计,16645765
3255,183255,女,18动漫设计,555526
3256,183256,女,18动漫设计,17152709
3257,183257,女,18动漫设计,22058741
3258,183258,女,18动漫设计,17923877
3259,183259,女,18动漫设计,17262517
3260,183260,女,18动漫设计,837238
3261,183261,女,18动漫设计,17138565
3262,183262,女,18动漫设计,17112117
3263,183263,女,18动漫设计,913766
3264,183264,男,18环境艺术,17124629
3265,183265,男,18环境艺术,17520469
3266,183266,男,18环境艺术,17250229
3267,183267,男,18环境艺术,958966
3268,183268,男,18环境艺术,17540661
3269,183269,男,18环境艺术,2748149
3270,183270,男,18环境艺术,17313125
3271,183271,男,18环境艺术,17304117
3272,183272,男,18环境艺术,11458052
3273,183273,男,18环境艺术,17832789
3274,183274,男,18环境艺术,1433606
3275,183275,男,18环境艺术,1414934
3276,183276,男,18环境艺术,17152757
3277,183277,男,18环境艺术,17609445
3278,183278,男,18环境艺术,17925845
3279,183279,男,18环境艺术,17837189
3280,183280,男,18环境艺术,17832325
3281,183281,男,18环境艺术,17400517
3282,183282,男,18环境艺术,930822
3283,183283,男,18环境艺术,16712997
3284,183284,男,18环境艺术,1400774
3285,183285,男,18环境艺术,264038
3286,183286,男,18环境艺术,642246
3287,183287,男,18环境艺术,1420918
3288,183288,男,18环境艺术,17240725
3289,183289,男,18环境艺术,16753029
3290,183290,男,18环境艺术,17229013
3291,183291,男,18环境艺术,17431829
3292,183292,男,18环境艺术,12119252
3293,183293,男,18环境艺术,17305413
3294,183294,男,18环境艺术,19742309
3295,183295,女,18环境艺术,17455301
3296,183296,女,18环境艺术,17263477
3297,183297,女,18环境艺术,17446981
3298,183298,女,18环境艺术,6603374
3299,183299,女,18环境艺术,17954965
3300,183300,女,18环境艺术,17012917
3301,183301,女,18环境艺术,1307798
3302,183302,女,18环境艺术,224662
3303,183303,女,18环境艺术,664038
3304,183304,女,18环境艺术,1428422
3305,183305,女,18环境艺术,1129606
3306,183306,女,18环境艺术,1160598
3307,183307,女,18环境艺术,1354278
3308,183308,女,18环境艺术,17106229
3309,183309,女,18环境艺术,1229942
3310,183310,女,18环境艺术,1240326
3311,183311,女,18环境艺术,17456549
3312,183312,女,18环境艺术,17464709
3313,183313,女,18环境艺术,1300774
3314,183314,女,18环境艺术,1260422
3315,183315,女,18环境艺术,1237446
3316,183316,女,18环境艺术,338710
3317,183317,女,18环境艺术,1302822
3318,183318,女,18环境艺术,17334741
3319,183319,女,18环境艺术,17009893
3320,183320,女,18环境艺术,17711461
3321,183321,女,18环境艺术,17254917
3322,183322,女,18环境艺术,714742
3323,183323,女,18环境艺术,17521941
3324,183324,女,18环境艺术,17100469
3325,183325,女,18环境艺术,17334677
3326,183326,女,18环境艺术,16936805
3327,183327,男,18皮具艺术,16939909
3328,183328,男,18皮具艺术,17741365
3329,183329,男,18皮具艺术,17502085
3330,183330,男,18皮具艺术,17419173
3331,183331,男,18皮具艺术,306230
3332,183332,男,18皮具艺术,717510
3333,183333,男,18皮具艺术,1001478
3334,183334,男,18皮具艺术,17500277
3335,183335,男,18皮具艺术,17315749
3336,183336,男,18皮具艺术,17110453
3337,183337,男,18皮具艺术,17313253
3338,183338,男,18皮具艺术,613318
3339,183339,男,18皮具艺术,17940965
3340,183340,男,18皮具艺术,16622565
3341,183341,男,18皮具艺术,19538197
3342,183342,男,18皮具艺术,17642069
3343,183343,男,18皮具艺术,16731061
3344,183344,男,18皮具艺术,17012741
3345,183345,男,18皮具艺术,16743029
3346,183346,男,18皮具艺术,132566
3347,183347,男,18皮具艺术,1224454
3348,183348,男,18皮具艺术,961590
3349,183349,男,18皮具艺术,654278
3350,183350,男,18皮具艺术,1224902
3351,183351,男,18皮具艺术,11517700
3352,183352,男,18皮具艺术,17831637
3353,183353,男,18皮具艺术,16720245
3354,183354,男,18皮具艺术,1414278
3355,183355,男,18皮具艺术,17732565
3356,183356,女,18皮具艺术,17529781
3357,183357,女,18皮具艺术,17105333
3358,183358,女,18皮具艺术,17864549
3359,183359,女,18皮具艺术,17131301
3360,183360,女,18皮具艺术,17024661
3361,183361,女,18皮具艺术,17301669
3362,183362,女,18皮具艺术,17530405
3363,183363,女,18皮具艺术,16857413
3364,183364,女,18皮具艺术,23237461
3365,183365,女,18皮具艺术,17822517
3366,183366,女,18皮具艺术,16927381
3367,183367,女,18皮具艺术,17260261
3368,183368,女,18皮具艺术,17015509
3369,183369,女,18皮具艺术,441350
3370,183370,女,18皮具艺术,1236710
3371,183371,女,18皮具艺术,17164389
3372,183372,女,18皮具艺术,17313173
3373,183373,女,18皮具艺术,17928693
3374,183374,女,18皮具艺术,17301253
3375,183375,女,18皮具艺术,1263350
3376,183376,女,18皮具艺术,1334774
3377,183377,女,18皮具艺术,1108662
3378,183378,女,18皮具艺术,17653349
3379,183379,女,18皮具艺术,1419270
3380,183380,女,18皮具艺术,17012341
3381,183381,女,18皮具艺术,17715349
3382,183382,女,18皮具艺术,17041221
3383,183383,女,18皮具艺术,1209574
3384,183384,女,18皮具艺术,1207686
3385,183385,女,18皮具艺术,17328949
3386,183386,女,18皮具艺术,16652053
3387,183387,女,18皮具艺术,1350694
3388,183388,女,18皮具艺术,850470
3389,183389,女,18皮具艺术,943238
3390,183390,女,18皮具艺术,441670
3391,183391,女,18皮具艺术,1238278
3392,183392,女,18皮具艺术,712006
3393,183393,女,18皮具艺术,17308901
3394,183394,女,18皮具艺术,16853973
3395,183395,女,18皮具艺术,131222
3396,183396,女,18皮具艺术,247014
3397,183397,女,18皮具艺术,19430037
3398,183398,女,18皮具艺术,402166
3399,183399,女,18皮具艺术,519510
3400,183400,女,18皮具艺术,461142
3401,183401,女,18皮具艺术,1424454
3402,183402,女,18皮具艺术,817606
3403,183403,女,18皮具艺术,1431334
3404,183404,女,18皮具艺术,951654
3405,183405,女,18皮具艺术,913942
3406,183406,女,18皮具艺术,247110
3407,183407,女,18皮具艺术,1229046
3408,183408,女,18皮具艺术,1401350
3409,183409,女,18皮具艺术,1363894
3410,183410,女,18皮具艺术,600870
3411,183411,女,18皮具艺术,651654
3412,183412,女,18皮具艺术,746182
3413,183413,女,18皮具艺术,17630581
3414,183414,女,18皮具艺术,17648389
3415,183415,女,18皮具艺术,16860005
3416,183416,女,18皮具艺术,17307077
3417,183417,女,18皮具艺术,811350
3418,183418,女,18皮具艺术,210134
3419,183419,女,18皮具艺术,17958261
3420,183420,女,18皮具艺术,747366
3421,183421,女,18皮具艺术,17321157
3422,183422,女,18皮具艺术,359942
3423,183423,女,18皮具艺术,351894
3424,183424,女,18皮具艺术,239478
3425,183425,女,18皮具艺术,1430150
3426,183426,女,18皮具艺术,210694
3427,183427,女,18皮具艺术,637862
3428,183428,女,18皮具艺术,131318
3429,183429,女,18皮具艺术,233430
3430,183430,男,18视觉传播,364454
3431,183431,男,18视觉传播,944710
3432,183432,男,18视觉传播,1062726
3433,183433,男,18视觉传播,17702117
3434,183434,男,18视觉传播,1038390
3435,183435,男,18视觉传播,352534
3436,183436,男,18视觉传播,223542
3437,183437,男,18视觉传播,1455062
3438,183438,男,18视觉传播,318918
3439,183439,男,18视觉传播,147990
3440,183440,男,18视觉传播,427110
3441,183441,男,18视觉传播,957942
3442,183442,男,18视觉传播,223446
3443,183443,男,18视觉传播,16908613
3444,183444,男,18视觉传播,17127125
3445,183445,男,18视觉传播,17361189
3446,183446,男,18视觉传播,153542
3447,183447,男,18视觉传播,1409126
3448,183448,男,18视觉传播,605974
3449,183449,男,18视觉传播,222454
3450,183450,男,18视觉传播,664758
3451,183451,女,18视觉传播,806998
3452,183452,女,18视觉传播,326534
3453,183453,女,18视觉传播,1319526
3454,183454,女,18视觉传播,16800261
3455,183455,女,18视觉传播,17625141
3456,183456,女,18视觉传播,251110
3457,183457,女,18视觉传播,312710
3458,183458,女,18视觉传播,17702597
3459,183459,女,18视觉传播,16747157
3460,183460,女,18视觉传播,17341813
3461,183461,女,18视觉传播,17013189
3462,183462,女,18视觉传播,1426342
3463,183463,女,18视觉传播,16955477
3464,183464,女,18视觉传播,17814677
3465,183465,女,18视觉传播,17043349
3466,183466,女,18视觉传播,11641124
3467,183467,女,18视觉传播,17261381
3468,183468,女,18视觉传播,16700645
3469,183469,女,18视觉传播,904038
3470,183470,女,18视觉传播,17315685
3471,183471,女,18视觉传播,927398
3472,183472,女,18视觉传播,17437605
3473,183473,女,18视觉传播,17859061
3474,183474,女,18视觉传播,16856597
3475,183475,女,18视觉传播,17105989
3476,183476,女,18视觉传播,17308117
3477,183477,女,18视觉传播,448662
3478,183478,女,18视觉传播,17462965
3479,183479,女,18视觉传播,16907301
3480,183480,女,18视觉传播,17624437
3481,183481,女,18视觉传播,17742197
3482,183482,女,18视觉传播,19844197
3483,183483,女,18视觉传播,16723829
3484,183484,女,18视觉传播,16821589
3485,183485,女,18视觉传播,17100357
3486,183486,女,18视觉传播,17951637
3487,183487,女,18视觉传播,16960469
3488,183488,女,18视觉传播,11436628
3489,183489,女,18视觉传播,17239237
3490,183490,女,18视觉传播,16916341
3491,183491,女,18视觉传播,1121478
3492,183492,女,18视觉传播,950310
3493,183493,男,18艺术设计,12135444
3494,183494,男,18艺术设计,17621173
3495,183495,男,18艺术设计,17518917
3496,183496,男,18艺术设计,17453733
3497,183497,男,18艺术设计,17926981
3498,183498,男,18艺术设计,17514853
3499,183499,男,18艺术设计,17301221
3500,183500,男,18艺术设计,17046485
3501,183501,男,18艺术设计,17746037
3502,183502,男,18艺术设计,17710261
3503,183503,男,18艺术设计,4624998
3504,183504,男,18艺术设计,3459829
3505,183505,男,18艺术设计,22041845
3506,183506,男,18艺术设计,17934197
3507,183507,男,18艺术设计,16758373
3508,183508,男,18艺术设计,17327813
3509,183509,男,18艺术设计,826726
3510,183510,男,18艺术设计,17303429
3511,183511,男,18艺术设计,16857429
3512,183512,男,18艺术设计,17846389
3513,183513,男,18艺术设计,16913973
3514,183514,男,18艺术设计,849654
3515,183515,男,18艺术设计,17522357
3516,183516,男,18艺术设计,16723365
3517,183517,男,18艺术设计,17456213
3518,183518,男,18艺术设计,16930261
3519,183519,男,18艺术设计,450198
3520,183520,男,18艺术设计,732294
3521,183521,男,18艺术设计,17111541
3522,183522,男,18艺术设计,17007397
3523,183523,男,18艺术设计,1054838
3524,183524,男,18艺术设计,549526
3525,183525,男,18艺术设计,630758
3526,183526,男,18艺术设计,1309718
3527,183527,男,18艺术设计,17011461
3528,183528,男,18艺术设计,954406
3529,183529,男,18艺术设计,17701717
3530,183530,男,18艺术设计,638390
3531,183531,男,18艺术设计,17933237
3532,183532,男,18艺术设计,17428709
3533,183533,男,18艺术设计,17433893
3534,183534,男,18艺术设计,17139045
3535,183535,男,18艺术设计,16764725
3536,183536,男,18艺术设计,1956878
3537,183537,男,18艺术设计,17305669
3538,183538,男,18艺术设计,17646165
3539,183539,男,18艺术设计,17218677
3540,183540,男,18艺术设计,17220869
3541,183541,男,18艺术设计,631718
3542,183542,女,18艺术设计,17117029
3543,183543,女,18艺术设计,538262
3544,183544,女,18艺术设计,1244454
3545,183545,女,18艺术设计,1415990
3546,183546,女,18艺术设计,526486
3547,183547,女,18艺术设计,20357925
3548,183548,女,18艺术设计,17004421
3549,183549,女,18艺术设计,17731157
3550,183550,女,18艺术设计,1317590
3551,183551,女,18艺术设计,1018934
3552,183552,女,18艺术设计,856646
3553,183553,女,18艺术设计,1427094
3554,183554,女,18艺术设计,351510
3555,183555,女,18艺术设计,417782
3556,183556,女,18艺术设计,17830021
3557,183557,女,18艺术设计,17306021
3558,183558,女,18艺术设计,17955141
3559,183559,女,18艺术设计,16914533
3560,183560,女,18艺术设计,17252693
3561,183561,女,18艺术设计,17350293
3562,183562,女,18艺术设计,17109077
3563,183563,女,18艺术设计,17943317
3564,183564,女,18艺术设计,7431030
3565,183565,女,18艺术设计,17110565
3566,183566,女,18艺术设计,11421268
3567,183567,女,18艺术设计,17250101
3568,183568,女,18艺术设计,17307941
3569,183569,女,18艺术设计,17516213
3570,183570,女,18艺术设计,16761189
3571,183571,女,18艺术设计,17500853
3572,183572,女,18艺术设计,1334678
3573,183573,女,18艺术设计,221014
3574,183574,女,18艺术设计,1123222
3575,183575,女,18艺术设计,1305846
3576,183576,女,18艺术设计,625526
3577,183577,女,18艺术设计,358630
3578,183578,女,18艺术设计,16917557
3579,183579,女,18艺术设计,1157510
3580,183580,女,18艺术设计,955222
3581,183581,女,18艺术设计,17300213
3582,183582,女,18艺术设计,17718565
3583,183583,女,18艺术设计,16915461
3584,183584,女,18艺术设计,1122598
3585,183585,女,18艺术设计,1309462
3586,183586,女,18艺术设计,1210246
3587,183587,女,18艺术设计,800438
3588,183588,女,18艺术设计,342646
3589,183589,女,18艺术设计,735190
3590,183590,女,18艺术设计,17762421
3591,183591,女,18艺术设计,324742
3592,183592,女,18艺术设计,17064917
3593,183593,女,18艺术设计,237718
3594,183594,女,18艺术设计,461062
3595,183595,女,18艺术设计,158086
3596,183596,女,18艺术设计,1345206
3597,183597,女,18艺术设计,1249942
3598,183598,女,18艺术设计,633062
3599,183599,女,18艺术设计,904646
3600,183600,女,18艺术设计,120710
3601,183601,女,18艺术设计,17007221
3602,183602,女,18艺术设计,17605925
3603,183603,女,18艺术设计,17055125
3604,183604,女,18艺术设计,17311253
3605,183605,女,18艺术设计,16758117
3606,183606,女,18艺术设计,923174
3607,183607,女,18艺术设计,17000357
3608,183608,女,18艺术设计,336982
3609,183609,女,18艺术设计,17131237
3610,183610,女,18艺术设计,17732453
3611,183611,男,18宝玉石鉴定,17012629
3612,183612,男,18宝玉石鉴定,17632005
3613,183613,男,18宝玉石鉴定,17605253
3614,183614,男,18宝玉石鉴定,17043301
3615,183615,男,18宝玉石鉴定,20363989
3616,183616,男,18宝玉石鉴定,17328965
3617,183617,男,18宝玉石鉴定,17822053
3618,183618,男,18宝玉石鉴定,17536053
3619,183619,男,18宝玉石鉴定,927558
3620,183620,男,18宝玉石鉴定,530854
3621,183621,男,18宝玉石鉴定,908790
3622,183622,男,18宝玉石鉴定,16741317
3623,183623,男,18宝玉石鉴定,17428869
3624,183624,男,18宝玉石鉴定,16913733
3625,183625,男,18宝玉石鉴定,16814853
3626,183626,男,18宝玉石鉴定,17457749
3627,183627,男,18宝玉石鉴定,21847685
3628,183628,男,18宝玉石鉴定,17459989
3629,183629,男,18宝玉石鉴定,17109957
3630,183630,男,18宝玉石鉴定,17931653
3631,183631,男,18宝玉石鉴定,7753558
3632,183632,男,18宝玉石鉴定,17200885
3633,183633,男,18宝玉石鉴定,864790
3634,183634,男,18宝玉石鉴定,17817557
3635,183635,男,18宝玉石鉴定,1136518
3636,183636,男,18宝玉石鉴定,565126
3637,183637,女,18宝玉石鉴定,11436884
3638,183638,女,18宝玉石鉴定,8051254
3639,183639,女,18宝玉石鉴定,16737717
3640,183640,女,18宝玉石鉴定,19333013
3641,183641,女,18宝玉石鉴定,1105958
3642,183642,女,18宝玉石鉴定,1215014
3643,183643,女,18宝玉石鉴定,23065285
3644,183644,女,18宝玉石鉴定,1208118
3645,183645,女,18宝玉石鉴定,17718181
3646,183646,女,18宝玉石鉴定,17529013
3647,183647,女,18宝玉石鉴定,457814
3648,183648,女,18宝玉石鉴定,1350470
3649,183649,女,18宝玉石鉴定,17527701
3650,183650,女,18宝玉石鉴定,17456085
3651,183651,女,18宝玉石鉴定,17038421
3652,183652,女,18宝玉石鉴定,17502037
3653,183653,女,18宝玉石鉴定,17924709
3654,183654,女,18宝玉石鉴定,17227509
3655,183655,女,18宝玉石鉴定,16723285
3656,183656,女,18宝玉石鉴定,17626773
3657,183657,女,18宝玉石鉴定,958566
3658,183658,女,18宝玉石鉴定,1019206
3659,183659,女,18宝玉石鉴定,1118614
3660,183660,女,18宝玉石鉴定,519910
3661,183661,女,18宝玉石鉴定,1452854
3662,183662,女,18宝玉石鉴定,1430534
3663,183663,女,18宝玉石鉴定,1227014
3664,183664,女,18宝玉石鉴定,1320198
3665,183665,女,18宝玉石鉴定,526038
3666,183666,女,18宝玉石鉴定,17610005
3667,183667,女,18宝玉石鉴定,749926
3668,183668,女,18宝玉石鉴定,17659429
3669,183669,女,18宝玉石鉴定,17901861
3670,183670,女,18宝玉石鉴定,7950278
3671,183671,女,18宝玉石鉴定,16800501
3672,183672,女,18宝玉石鉴定,17458757
3673,183673,女,18宝玉石鉴定,17761509
3674,183674,女,18宝玉石鉴定,17336405
3675,183675,女,18宝玉石鉴定,17232053
3676,183676,女,18宝玉石鉴定,17507717
3677,183677,女,18宝玉石鉴定,17741301
3678,183678,女,18宝玉石鉴定,16726453
3679,183679,女,18宝玉石鉴定,17446725
3680,183680,女,18宝玉石鉴定,856134
3681,183681,女,18宝玉石鉴定,904902
3682,183682,女,18宝玉石鉴定,814806
3683,183683,女,18宝玉石鉴定,17308309
3684,183684,女,18宝玉石鉴定,1039990
3685,183685,女,18宝玉石鉴定,17503797
3686,183686,女,18宝玉石鉴定,1421014
3687,183687,女,18宝玉石鉴定,925718
3688,183688,女,18宝玉石鉴定,17420885
3689,183689,女,18宝玉石鉴定,16663829
3690,183690,女,18宝玉石鉴定,17465317
3691,183691,女,18宝玉石鉴定,21833781
3692,183692,女,18宝玉石鉴定,816374
3693,183693,女,18宝玉石鉴定,159094
3694,183694,女,18宝玉石鉴定,956966
3695,183695,女,18宝玉石鉴定,1162950
3696,183696,女,18宝玉石鉴定,854006
3697,183697,女,18宝玉石鉴定,533398
3698,183698,女,18宝玉石鉴定,17520357
3699,183699,女,18宝玉石鉴定,1347094
3700,183700,女,18宝玉石鉴定,621942
3701,183701,女,18宝玉石鉴定,1139158
3702,183702,女,18宝玉石鉴定,645782
3703,183703,女,18宝玉石鉴定,933718
3704,183704,女,18宝玉石鉴定,1343510
3705,183705,女,18宝玉石鉴定,527462
3706,183706,女,18宝玉石鉴定,744854
3707,183707,女,18宝玉石鉴定,939302
3708,183708,女,18宝玉石鉴定,16736741
3709,183709,女,18宝玉石鉴定,725206
3710,183710,女,18宝玉石鉴定,713574
3711,183711,女,18宝玉石鉴定,1129078
3712,183712,女,18宝玉石鉴定,803990
3713,183713,女,18宝玉石鉴定,527254
3714,183714,女,18宝玉石鉴定,937574
3715,183715,女,18宝玉石鉴定,17463573
3716,183716,女,18宝玉石鉴定,423318
3717,183717,女,18宝玉石鉴定,1357494
3718,183718,女,18宝玉石鉴定,558742
3719,183719,女,18宝玉石鉴定,1455254
3720,183720,女,18宝玉石鉴定,505174
3721,183721,女,18宝玉石鉴定,141222
3722,183722,女,18宝玉石鉴定,1009702
3723,183723,女,18宝玉石鉴定,629606
3724,183724,女,18宝玉石鉴定,533702
3725,183725,女,18宝玉石鉴定,730710
3726,183726,女,18宝玉石鉴定,17302293
3727,183727,女,18宝玉石鉴定,509398
3728,183728,女,18宝玉石鉴定,17060165
3729,183729,女,18宝玉石鉴定,363094
3730,183730,女,18宝玉石鉴定,613158
3731,183731,女,18宝玉石鉴定,633254
3732,183732,女,18宝玉石鉴定,1160230
3733,183733,女,18宝玉石鉴定,1432582
3734,183734,女,18宝玉石鉴定,1226742
3735,183735,女,18宝玉石鉴定,17055189
3736,183736,女,18宝玉石鉴定,17444341
3737,183737,女,18宝玉石鉴定,709734
3738,183738,女,18宝玉石鉴定,461014
3739,183739,女,18宝玉石鉴定,7324374
3740,183740,女,18宝玉石鉴定,17905893
3741,183741,女,18宝玉石鉴定,712518
3742,183742,女,18宝玉石鉴定,822054
3743,183743,女,18宝玉石鉴定,1108982
3744,183744,女,18宝玉石鉴定,627510
3745,183745,女,18宝玉石鉴定,1113318
3746,183746,女,18宝玉石鉴定,855670
3747,183747,女,18宝玉石鉴定,1348758
3748,183748,女,18宝玉石鉴定,357654
3749,183749,女,18宝玉石鉴定,1222806
3750,183750,女,18宝玉石鉴定,1161654
3751,183751,女,18宝玉石鉴定,17763621
3752,183752,女,18宝玉石鉴定,21850421
3753,183753,女,18宝玉石鉴定,17921253
3754,183754,女,18宝玉石鉴定,16860757
3755,183755,女,18宝玉石鉴定,17513621
3756,183756,女,18宝玉石鉴定,16622357
3757,183757,女,18宝玉石鉴定,16726261
3758,183758,男,18工业工程,16917173
3759,183759,男,18工业工程,1200278
3760,183760,男,18工业工程,11449972
3761,183761,男,18工业工程,22049013
3762,183762,男,18工业工程,17715573
3763,183763,男,18工业工程,16801797
3764,183764,男,18工业工程,11455892
3765,183765,男,18工业工程,1142006
3766,183766,男,18工业工程,1007878
3767,183767,男,18工业工程,402806
3768,183768,男,18工业工程,218630
3769,183769,男,18工业工程,947414
3770,183770,男,18工业工程,724950
3771,183771,男,18工业工程,240598
3772,183772,男,18工业工程,1121574
3773,183773,男,18工业工程,1311542
3774,183774,男,18工业工程,761446
3775,183775,男,18工业工程,1344022
3776,183776,女,18工业工程,242742
3777,183777,女,18工业工程,143238
3778,183778,女,18工业工程,114022
3779,183779,女,18工业工程,17729157
3780,183780,女,18工业工程,1003670
3781,183781,女,18工业工程,352086
3782,183782,女,18工业工程,721894
3783,183783,女,18工业工程,262998
3784,183784,女,18工业工程,1300278
3785,183785,女,18工业工程,1300646
3786,183786,女,18工业工程,451270
3787,183787,女,18工业工程,405430
3788,183788,女,18工业工程,336502
3789,183789,女,18工业工程,1103638
3790,183790,女,18工业工程,217974
3791,183791,女,18工业工程,937526
3792,183792,女,18工业工程,557766
3793,183793,女,18工业工程,508694
3794,183794,女,18工业工程,11804356
3795,183795,女,18工业工程,213606
3796,183796,女,18工业工程,17044453
3797,183797,女,18工业工程,17220677
3798,183798,女,18工业工程,17662437
3799,183799,女,18工业工程,17004245
3800,183800,女,18工业工程,17054981
3801,183801,女,18工业工程,12317910
3802,183802,女,18工业工程,17803781
3803,183803,女,18工业工程,17523493
3804,183804,女,18工业工程,17259781
3805,183805,女,18工业工程,17440469
3806,183806,女,18工业工程,17462693
3807,183807,女,18工业工程,17807909
3808,183808,女,18工业工程,17326901
3809,183809,女,18工业工程,13219862
3810,183810,女,18工业工程,1145510
3811,183811,女,18工业工程,16804053
3812,183812,女,18工业工程,709222
3813,183813,女,18工业工程,22037541
3814,183814,女,18工业工程,17006597
3815,183815,男,18首饰设计,17629701
3816,183816,男,18首饰设计,16760421
3817,183817,男,18首饰设计,17451461
3818,183818,男,18首饰设计,17465221
3819,183819,男,18首饰设计,16651541
